"%_01 Haley-"
"%_SUBJECT SCAN DATE:_06-Jun-2024 15:07:41"
"%_qcScans_v2_01_DATE:_06-Jun-2024 15:08:14"
"%_OUTLIERS FOR SNR, Y_INTERCEPT, AREA SUM, AREA CUMSUM (QUARTILES) EXCLUDED"
"%_THLD_SNR=4"
"%_THLD_YINTCP=0.6"
"%_# OF RECOMMENDED SCANS:_14"
"%_1   2   0   4   0   6   7   8   9  10  11  12  13  14  15  16_: RECOMMENDED SCANS (Zeros represent non-recommended scans)"
"%_0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0_: DETECTED SCANS BY THLD_SNR (1s represent detected scans)"
"%_0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0_: DETECTED SCANS BY THLD_YINTCP (1s represent detected scans)"
"%_0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0_: DETECTED SCANS BY OUTLIERS_YINTCP (1s represent detected scans)"
"%_0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0_: DETECTED SCANS BY OUTLIERS_SUM_AREA (1s represent detected scans)"
"%_0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0_: DETECTED SCANS BY OUTLIERS_CUM_AREA (1s represent detected scans)"
"%_SUGGESTION FOR PASS- AND FAIL-SCAN SUBJECT TO CRITERIA ABOVE"
"%_SCAN:1, OFFSET(uV) =-4.4812e-19, SNR =19.6895, TEST =PASS"
"%_SCAN:2, OFFSET(uV) =-5.3775e-18, SNR =19.5753, TEST =PASS"
"%_SCAN:3, OFFSET(uV) =1.3444e-18, SNR =17.2768, TEST =FAIL"
"%_SCAN:4, OFFSET(uV) =3.2489e-18, SNR =19.6639, TEST =PASS"
"%_SCAN:5, OFFSET(uV) =-1.3444e-18, SNR =22.3833, TEST =FAIL"
"%_SCAN:6, OFFSET(uV) =-6.2457e-18, SNR =20.4135, TEST =PASS"
"%_SCAN:7, OFFSET(uV) =2.5207e-18, SNR =20.1799, TEST =PASS"
"%_SCAN:8, OFFSET(uV) =-5.3915e-19, SNR =19.3179, TEST =PASS"
"%_SCAN:9, OFFSET(uV) =-6.0777e-18, SNR =19.0218, TEST =PASS"
"%_SCAN:10, OFFSET(uV) =7.8421e-18, SNR =18.666, TEST =PASS"
"%_SCAN:11, OFFSET(uV) =9.7467e-18, SNR =19.2203, TEST =PASS"
"%_SCAN:12, OFFSET(uV) =1.3444e-18, SNR =21.0297, TEST =PASS"
"%_SCAN:13, OFFSET(uV) =-2.0166e-18, SNR =20.422, TEST =PASS"
"%_SCAN:14, OFFSET(uV) =-1.2155e-17, SNR =18.2997, TEST =PASS"
"%_SCAN:15, OFFSET(uV) =7.8421e-19, SNR =20.4991, TEST =PASS"
"%_SCAN:16, OFFSET(uV) =1.0559e-17, SNR =20.4644, TEST =PASS"
"%_SCAN:16, OFFSET(uV) =1.0559e-17, SNR =20.4644, TEST =PASS"
"%_SCAN:16, OFFSET(uV) =1.0559e-17, SNR =20.4644, TEST =PASS"
"%_SCAN:16, OFFSET(uV) =1.0559e-17, SNR =20.4644, TEST =PASS"
"%_SCAN:16, OFFSET(uV) =1.0559e-17, SNR =20.4644, TEST =PASS"
%_
%_avgScans_v2_01_DATE:_06-Jun-2024 15:23:00
%_SNR of DATA_AVG =73.3682
%_YINTCP_AVG =1.6605 uV
%_TABLE OF TIME [s] AND MAGNITUDE [uV] OF THE AVERAGE DATA
%TIME(s),%AMP(uV)
0.00288,1.66191371897677
0.00336,1.66409038827785
0.00384,1.65544401795089
0.00432,1.67181670968899
0.0048,1.60189040456566
0.00528,1.62505078249002
0.00576,1.62867720330728
0.00624,1.55408944807124
0.00672,1.55183234068313
0.0072,1.55544498402624
0.00768,1.5904381197834
0.00816,1.56425272284108
0.00864,1.51014158426806
0.00912,1.50939012749423
0.0096,1.51238590099157
0.01008,1.50325456137076
0.01056,1.49094244269821
0.01104,1.49009998968494
0.01152,1.45370932558784
0.012,1.48887858551969
0.01248,1.44478998562662
0.01296,1.43089785393442
0.01344,1.43352263006272
0.01392,1.40607443984072
0.0144,1.42336608005573
0.01488,1.38695805027782
0.01536,1.36511567781802
0.01584,1.37722654352665
0.01632,1.36909754701327
0.0168,1.33339924552531
0.01728,1.33962505602239
0.01776,1.34836587458132
0.01824,1.34647945520197
0.01872,1.34315143301838
0.0192,1.30422033775787
0.01968,1.31845090707584
0.02016,1.30783782365463
0.02064,1.27623424722494
0.02112,1.29669954349146
0.0216,1.26081720620888
0.02208,1.26103795688765
0.02256,1.25465657821256
0.02304,1.24117733538609
0.02352,1.25957983264468
0.024,1.21556099869094
0.02448,1.24705861004294
0.02496,1.21007896190069
0.02544,1.23540084887822
0.02592,1.21588045264789
0.0264,1.19251262384679
0.02688,1.21405502883954
0.02736,1.17196516800305
0.02784,1.20211144696576
0.02832,1.16265913525113
0.0288,1.16454419178772
0.02928,1.14440925247276
0.02976,1.15017404093518
0.03024,1.15998619281734
0.03072,1.12986763808414
0.0312,1.129452180979
0.03168,1.16964871112982
0.03216,1.14603604361621
0.03264,1.10049400168453
0.03312,1.11158178636868
0.0336,1.08723619969275
0.03408,1.09694018346869
0.03456,1.06476750614537
0.03504,1.08919659432655
0.03552,1.06102219314269
0.036,1.09683901256768
0.03648,1.04634338528368
0.03696,1.07405923003986
0.03744,1.06725990143812
0.03792,1.08756895490692
0.0384,1.0557777865932
0.03888,1.03769738604049
0.03936,1.04312692717652
0.03984,1.03169904787992
0.04032,1.02323466490634
0.0408,1.01082280027483
0.04128,0.980563753636094
0.04176,1.01568200927169
0.04224,0.989001952813841
0.04272,1.00763892048067
0.0432,0.970789447467837
0.04368,0.991835919885325
0.04416,0.969813407331617
0.04464,0.980441417851996
0.04512,0.956395950381363
0.0456,0.959040326318602
0.04608,0.952852922190093
0.04656,0.954038896347263
0.04704,0.934963929473042
0.04752,0.969313806433858
0.048,0.935501358826829
0.04848,0.933471914647527
0.04896,0.922171482454769
0.04944,0.958353371354882
0.04992,0.914753992817422
0.0504,0.922155528413814
0.05088,0.908380789848332
0.05136,0.896073031531547
0.05184,0.913455760158231
0.05232,0.891739734596588
0.0528,0.895268835619269
0.05328,0.894171879786949
0.05376,0.891407626433155
0.05424,0.834417966461555
0.05472,0.887305909828035
0.0552,0.850741182695297
0.05568,0.878908200658191
0.05616,0.851509417418186
0.05664,0.865451931358102
0.05712,0.812974505326576
0.0576,0.858749929298832
0.05808,0.822392084821033
0.05856,0.832790113658204
0.05904,0.845432853190321
0.05952,0.866341163073154
0.06,0.833738230430644
0.06048,0.830618453360433
0.06096,0.81360649721613
0.06144,0.832148288759918
0.06192,0.801911673089516
0.0624,0.843256832192556
0.06288,0.829752501373362
0.06336,0.794035390611362
0.06384,0.799347042829996
0.06432,0.752276326480736
0.0648,0.788767274241741
0.06528,0.787325056662308
0.06576,0.792258382268098
0.06624,0.777489678031034
