"%_03 Hush-"
"%_SUBJECT SCAN DATE:_06-Jun-2024 16:20:06"
"%_qcScans_v2_01_DATE:_06-Jun-2024 16:20:32"
"%_OUTLIERS FOR SNR, Y_INTERCEPT, AREA SUM, AREA CUMSUM (QUARTILES) EXCLUDED"
"%_THLD_SNR=4"
"%_THLD_YINTCP=0.6"
"%_# OF RECOMMENDED SCANS:_17"
"%_1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17_: RECOMMENDED SCANS (Zeros represent non-recommended scans)"
"%_0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0_: DETECTED SCANS BY THLD_SNR (1s represent detected scans)"
"%_0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0_: DETECTED SCANS BY THLD_YINTCP (1s represent detected scans)"
"%_0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0_: DETECTED SCANS BY OUTLIERS_YINTCP (1s represent detected scans)"
"%_0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0_: DETECTED SCANS BY OUTLIERS_SUM_AREA (1s represent detected scans)"
"%_0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0_: DETECTED SCANS BY OUTLIERS_CUM_AREA (1s represent detected scans)"
"%_SUGGESTION FOR PASS- AND FAIL-SCAN SUBJECT TO CRITERIA ABOVE"
"%_SCAN:1, OFFSET(uV) =-1.4788e-17, SNR =18.1117, TEST =PASS"
"%_SCAN:2, OFFSET(uV) =-8.9624e-19, SNR =17.8139, TEST =PASS"
"%_SCAN:3, OFFSET(uV) =1.3444e-18, SNR =15.355, TEST =PASS"
"%_SCAN:4, OFFSET(uV) =0, SNR =17.3449, TEST =PASS"
"%_SCAN:5, OFFSET(uV) =2.3806e-18, SNR =15.1716, TEST =PASS"
"%_SCAN:6, OFFSET(uV) =-1.1427e-17, SNR =14.1578, TEST =PASS"
"%_SCAN:7, OFFSET(uV) =3.1369e-18, SNR =15.4364, TEST =PASS"
"%_SCAN:8, OFFSET(uV) =1.5236e-17, SNR =17.1191, TEST =PASS"
"%_SCAN:9, OFFSET(uV) =-4.5933e-18, SNR =18.5358, TEST =PASS"
"%_SCAN:10, OFFSET(uV) =3.8511e-18, SNR =15.6257, TEST =PASS"
"%_SCAN:11, OFFSET(uV) =4.4812e-19, SNR =16.5199, TEST =PASS"
"%_SCAN:12, OFFSET(uV) =9.2425e-18, SNR =15.6838, TEST =PASS"
"%_SCAN:13, OFFSET(uV) =1.5768e-17, SNR =17.8641, TEST =PASS"
"%_SCAN:14, OFFSET(uV) =6.0497e-18, SNR =17.3176, TEST =PASS"
"%_SCAN:15, OFFSET(uV) =-4.0331e-18, SNR =17.9918, TEST =PASS"
"%_SCAN:16, OFFSET(uV) =-9.9707e-18, SNR =17.2363, TEST =PASS"
"%_SCAN:17, OFFSET(uV) =2.2406e-18, SNR =17.7006, TEST =PASS"
"%_SCAN:17, OFFSET(uV) =2.2406e-18, SNR =17.7006, TEST =PASS"
"%_SCAN:17, OFFSET(uV) =2.2406e-18, SNR =17.7006, TEST =PASS"
"%_SCAN:17, OFFSET(uV) =2.2406e-18, SNR =17.7006, TEST =PASS"
%_
%_avgScans_v2_01_DATE:_06-Jun-2024 16:21:26
%_SNR of DATA_AVG =61.5467
%_YINTCP_AVG =1.9282 uV
%_TABLE OF TIME [s] AND MAGNITUDE [uV] OF THE AVERAGE DATA
%TIME(s),%AMP(uV)
0.00288,1.93832831160325
0.00336,1.92641102683908
0.00384,1.91985060659202
0.00432,1.92660645729404
0.0048,1.89875803447587
0.00528,1.93063862041165
0.00576,1.83073963269936
0.00624,1.84314977997379
0.00672,1.80287493601473
0.0072,1.76908948033413
0.00768,1.78268940803832
0.00816,1.75779085219607
0.00864,1.73805334088002
0.00912,1.7749513388235
0.0096,1.70563852150325
0.01008,1.71751590536129
0.01056,1.71199662543998
0.01104,1.68727757844831
0.01152,1.65732974852944
0.012,1.65924619660467
0.01248,1.59494879819442
0.01296,1.60940008260676
0.01344,1.58849234202038
0.01392,1.55302116226491
0.0144,1.60505971894288
0.01488,1.55026057972266
0.01536,1.55192631036811
0.01584,1.53620062093607
0.01632,1.52976263474217
0.0168,1.51533771213927
0.01728,1.51527865098893
0.01776,1.49444631008471
0.01824,1.53031381969016
0.01872,1.4261487815481
0.0192,1.5043003404754
0.01968,1.43649297057793
0.02016,1.41668068393034
0.02064,1.41197698619886
0.02112,1.39904508257818
0.0216,1.42697492199952
0.02208,1.43241962219508
0.02256,1.42068386993813
0.02304,1.3724351400879
0.02352,1.39312781728175
0.024,1.39989053263099
0.02448,1.38865842518834
0.02496,1.33763947550412
0.02544,1.37216965389636
0.02592,1.35029608102629
0.0264,1.31697841526611
0.02688,1.31656909262727
0.02736,1.33865637461353
0.02784,1.32077427938103
0.02832,1.31654100033394
0.0288,1.3251893895079
0.02928,1.2637160728424
0.02976,1.31492717279789
0.03024,1.24676527595661
0.03072,1.24882284164079
0.0312,1.23898776231943
0.03168,1.23705634774064
0.03216,1.22877939042737
0.03264,1.24976218906069
0.03312,1.21060107158052
0.0336,1.20621241169875
0.03408,1.1961011336415
0.03456,1.2156776395234
0.03504,1.20673301057056
0.03552,1.18466674145928
0.036,1.19768334206547
0.03648,1.18930494118258
0.03696,1.1779240358456
0.03744,1.17081020806432
0.03792,1.15687568735665
0.0384,1.1459567574542
0.03888,1.1289634158334
0.03936,1.14534286096138
0.03984,1.09384419234583
0.04032,1.12322554722548
0.0408,1.11327921812222
0.04128,1.11585162971283
0.04176,1.10576901778249
0.04224,1.11282091521065
0.04272,1.07397615744773
0.0432,1.10145027750322
0.04368,1.05522389662515
0.04416,1.07963092768925
0.04464,1.05971996368646
0.04512,1.06180291025935
0.0456,1.05046993748322
0.04608,1.04389147110102
0.04656,1.0543089351928
0.04704,1.03826983127191
0.04752,1.02957385798953
0.048,1.04633578399779
0.04848,1.01013402619346
0.04896,1.00522878932226
0.04944,0.998833854411209
0.04992,1.01148274982227
0.0504,0.995293452254555
0.05088,0.976826099975169
0.05136,1.00599509410526
0.05184,1.01766939010708
0.05232,0.963049684165031
0.0528,0.986065663662177
0.05328,0.955710067581394
0.05376,0.983676663151039
0.05424,0.98542842622366
0.05472,0.960830222125286
0.0552,0.968168443053926
0.05568,0.987284360384291
0.05616,0.924397784146894
0.05664,0.981527799686844
0.05712,0.939948834908566
0.0576,0.977357347560789
0.05808,0.957948376367945
0.05856,0.96550990736749
0.05904,0.918952992641098
0.05952,0.925008542710014
0.06,0.875686248522995
0.06048,0.914035134664765
0.06096,0.867654587962718
0.06144,0.898913453787232
0.06192,0.916462438732745
0.0624,0.912150060224353
0.06288,0.903419497809596
0.06336,0.873667555746648
0.06384,0.871529053917565
0.06432,0.909520527868071
0.0648,0.909761735931233
0.06528,0.868712444461907
0.06576,0.869951019096669
0.06624,0.856927218834024
