"%_02 Ollie-"
"%_SUBJECT SCAN DATE:_06-Jun-2024 16:01:05"
"%_qcScans_v2_01_DATE:_06-Jun-2024 16:01:40"
"%_OUTLIERS FOR SNR, Y_INTERCEPT, AREA SUM, AREA CUMSUM (QUARTILES) EXCLUDED"
"%_THLD_SNR=4"
"%_THLD_YINTCP=0.6"
"%_# OF RECOMMENDED SCANS:_20"
"%_1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20_: RECOMMENDED SCANS (Zeros represent non-recommended scans)"
"%_0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0_: DETECTED SCANS BY THLD_SNR (1s represent detected scans)"
"%_0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0_: DETECTED SCANS BY THLD_YINTCP (1s represent detected scans)"
"%_0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0_: DETECTED SCANS BY OUTLIERS_YINTCP (1s represent detected scans)"
"%_0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0_: DETECTED SCANS BY OUTLIERS_SUM_AREA (1s represent detected scans)"
"%_0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0_: DETECTED SCANS BY OUTLIERS_CUM_AREA (1s represent detected scans)"
"%_SUGGESTION FOR PASS- AND FAIL-SCAN SUBJECT TO CRITERIA ABOVE"
"%_SCAN:1, OFFSET(uV) =3.0248e-18, SNR =15.9816, TEST =PASS"
"%_SCAN:2, OFFSET(uV) =-2.9128e-18, SNR =19.505, TEST =PASS"
"%_SCAN:3, OFFSET(uV) =-1.1651e-17, SNR =20.2542, TEST =PASS"
"%_SCAN:4, OFFSET(uV) =3.9211e-19, SNR =18.7089, TEST =PASS"
"%_SCAN:5, OFFSET(uV) =2.0166e-18, SNR =19.354, TEST =PASS"
"%_SCAN:6, OFFSET(uV) =-3.3609e-18, SNR =17.7733, TEST =PASS"
"%_SCAN:7, OFFSET(uV) =4.4812e-19, SNR =16.2276, TEST =PASS"
"%_SCAN:8, OFFSET(uV) =8.9624e-19, SNR =19.0687, TEST =PASS"
"%_SCAN:9, OFFSET(uV) =2.2406e-19, SNR =18.9093, TEST =PASS"
"%_SCAN:10, OFFSET(uV) =2.6887e-18, SNR =18.7119, TEST =PASS"
"%_SCAN:11, OFFSET(uV) =-6.5048e-18, SNR =20.2274, TEST =PASS"
"%_SCAN:12, OFFSET(uV) =8.0662e-18, SNR =18.8369, TEST =PASS"
"%_SCAN:13, OFFSET(uV) =-2.6327e-18, SNR =20.1033, TEST =PASS"
"%_SCAN:14, OFFSET(uV) =1.4564e-18, SNR =20.0946, TEST =PASS"
"%_SCAN:15, OFFSET(uV) =1.2603e-18, SNR =19.6532, TEST =PASS"
"%_SCAN:16, OFFSET(uV) =-6.4978e-18, SNR =16.6594, TEST =PASS"
"%_SCAN:17, OFFSET(uV) =3.1369e-18, SNR =20.0579, TEST =PASS"
"%_SCAN:18, OFFSET(uV) =4.7333e-18, SNR =18.6468, TEST =PASS"
"%_SCAN:19, OFFSET(uV) =-3.3609e-19, SNR =20.0912, TEST =PASS"
"%_SCAN:20, OFFSET(uV) =-5.5735e-18, SNR =19.1562, TEST =PASS"
%_
%_avgScans_v2_01_DATE:_06-Jun-2024 16:02:32
%_SNR of DATA_AVG =82.9195
%_YINTCP_AVG =1.7655 uV
%_TABLE OF TIME [s] AND MAGNITUDE [uV] OF THE AVERAGE DATA
%TIME(s),%AMP(uV)
0.00288,1.79095203497926
0.00336,1.74558707195526
0.00384,1.76004485794841
0.00432,1.71499348299831
0.0048,1.71539925432151
0.00528,1.69254852163836
0.00576,1.65273154259087
0.00624,1.6597560850164
0.00672,1.64385095590267
0.0072,1.62331178289821
0.00768,1.601936267209
0.00816,1.60368350823328
0.00864,1.56124496323894
0.00912,1.56264913853759
0.0096,1.54130283267645
0.01008,1.53431474662527
0.01056,1.54369515844301
0.01104,1.50339868952152
0.01152,1.49007453004274
0.012,1.50669567301678
0.01248,1.45749891842815
0.01296,1.47698558542102
0.01344,1.41897284019633
0.01392,1.44193083627781
0.0144,1.4075059541145
0.01488,1.41918590520743
0.01536,1.41459401470299
0.01584,1.38927972464274
0.01632,1.3632371488782
0.0168,1.3490909769418
0.01728,1.35093411731285
0.01776,1.32170972725728
0.01824,1.33913556742878
0.01872,1.29528652056984
0.0192,1.29989380069467
0.01968,1.31279742828394
0.02016,1.27653473689431
0.02064,1.28552182954632
0.02112,1.288957986946
0.0216,1.29841695873407
0.02208,1.25554792040166
0.02256,1.25936643896377
0.02304,1.26162457281983
0.02352,1.2212942858313
0.024,1.21309307637626
0.02448,1.21376207454966
0.02496,1.18899931898981
0.02544,1.1787071676529
0.02592,1.19352800933731
0.0264,1.1781688126196
0.02688,1.16681251978623
0.02736,1.18344846577965
0.02784,1.17177087989288
0.02832,1.16032845291584
0.0288,1.14750711008212
0.02928,1.14822257904699
0.02976,1.1519320599654
0.03024,1.11125659133242
0.03072,1.13583825457057
0.0312,1.12796033389788
0.03168,1.10715883811854
0.03216,1.0853191811365
0.03264,1.10332381100943
0.03312,1.07675218754352
0.0336,1.07296880386024
0.03408,1.07681873356344
0.03456,1.08561638309533
0.03504,1.05865750885684
0.03552,1.07444281365191
0.036,1.04856040296351
0.03648,1.01248223585432
0.03696,1.02953599103582
0.03744,1.02465893133113
0.03792,1.02372293976577
0.0384,1.01226217065249
0.03888,1.00731275404955
0.03936,1.01169710987804
0.03984,0.99038817752182
0.04032,0.991034519823536
0.0408,0.974793765701656
0.04128,1.01369280070504
0.04176,0.979730109421792
0.04224,0.982023348488897
0.04272,0.988577902695259
0.0432,0.965782606946069
0.04368,0.961218501857417
0.04416,0.925988319537478
0.04464,0.960859364634799
0.04512,0.934844848693023
0.0456,0.912968626257564
0.04608,0.921274575902232
0.04656,0.963820267528754
0.04704,0.917968149500213
0.04752,0.911736061687747
0.048,0.918518355469556
0.04848,0.899910762097566
0.04896,0.904304083729889
0.04944,0.91232082799783
0.04992,0.901307424336906
0.0504,0.899196560506737
0.05088,0.884024602649293
0.05136,0.851420838481983
0.05184,0.866145776817005
0.05232,0.844836539270633
0.0528,0.840972758281062
0.05328,0.859424689077989
0.05376,0.85136815789563
0.05424,0.853299353053635
0.05472,0.81961790360117
0.0552,0.836091343659248
0.05568,0.845930823114822
0.05616,0.828426342868743
0.05664,0.822012744776189
0.05712,0.796774924954036
0.0576,0.775148241617854
0.05808,0.83278434519146
0.05856,0.813106149658475
0.05904,0.793520481879643
0.05952,0.809414531141417
0.06,0.794095920980508
0.06048,0.801699173833251
0.06096,0.781536055027406
0.06144,0.790004652519307
0.06192,0.779826135412131
0.0624,0.802819565356735
0.06288,0.78972880835269
0.06336,0.795303381405021
0.06384,0.767203234944845
0.06432,0.759098878407137
0.0648,0.740526846162242
0.06528,0.766483464239899
0.06576,0.749024012300297
0.06624,0.748032863883273
0.06672,0.743793856922332
0.0672,0.760978581086682
0.06768,0.762344276787308
